num_facture,date_facture,vendeur_nom,vendeur_adresse,vendeur_id_fiscal,iban,client_nom,client_adresse,client_id_fiscal,tva,sous_total,taxe,total,path_picture
62416513,05/05/2013,Eaton LLC,"487 Jerry Lane South Jacqueline, WI 98616",999-92-4501,GBO2PADT01686568494870,Miller-Campbell,"704 Erika Route Dodsonbury, CA 97358",975-83-3913,10%,"377,95","37,80","415,75",batch_1/invoice_103_color_B_241.pdf0.jpg
25844703,07/09/2013,Kim Ltd,"1544 Joseph Alley Apt. 340 Judyhaven, SC 65215",961-86-2361,GB96PUYN47939827911541,Steele PLC,"99067 Paula Inlet Suite 161 North Stephanie, MA 72758",944-73-7559,10%,"144082,05","14408,20","158490,25",batch_1/invoice_634.pdf0.jpg
77833987,05/20/2013,Freeman and Sons,"67728 Hebert Parkway Howeburgh, OH 93802",973-76-8676,GB43RCPI15397639476218,Houston Group,"195 Deanna Rue Robertshire, WY 74880",901-88-1175,10%,"117,75","11,78","129,53",batch_1/invoice_452.pdf0.jpg
38392535,12/01/2018,Monroe-Fischer,"6957 Samantha Union Suite 576 North Jared, IN 23174",919-70-1069,GB53DPTP69022229570706,Howard-Haynes,"847 Schultz Hills Apt. 638 Wolfside, ID 85377",942-73-8289,10%,"1479,98","148,00","1627,98",batch_1/invoice_88_color_B_253.pdf0.jpg
16273983,04/01/2017,"Reyes, Holloway and Lee","38676 Johnson Burg Suite 666 West Rebeccamouth, SD 02588",909-83-7738,GB96VWUL52026848004193,Castillo LLC,"70391 Kelsey Terrace Garcialand, VT 41740",901-88-0463,10%,"744,60","74,46","819,06",batch_1/invoice_453.pdf0.jpg
94067363,03/21/2017,"Stafford, Reynolds and Hood","731 Louis Branch Benjaminstad, ID 02694",976-87-7538,GBO8MGNC49187132488086,Vazquez-Tucker,"6559 Lawrence Cape West Denisechester, WY 06980",930-90-6151,10%,"134,95","13,49","148,44",batch_1/invoice_635.pdf0.jpg
56282973,06/30/2015,"Davis, Orozco and Walsh","238 Regina Harbors Dylanborough, MS 91324",935-74-2338,GB27EQLH20102392333879,"Boyer, Trevino and Hines","PSC 8001, Box 1211 APO AP 77071",980-95-9276,10%,"42066,72","4206,67","46273,39",batch_1/invoice_268.pdf0.jpg
38248291,06/18/2012,Campbell and Sons,USNS Smith FPO AP 47156,927-75-0773,GB38UEPR54275047173710,Weber-Torres,"197 Wolf Crest Apt. 619 Adamberg, PA 51821",979-73-1065,10%,"277,79","27,78","305,57",batch_1/invoice_269.pdf0.jpg
71388340,02/21/2021,Berg Ltd,"37866 Rhodes Point Apt. 453 Tonyafurt, MT 38836",960-81-3944,GB90ESX186669085473554,Hicks-Mayer,"0370 James Flat Apt. 820 Josephtown, AR 11108",928-83-9846,10%,"13015,84","1301,58","14317,42",batch_1/invoice_850.pdf0.jpg
28807915,06/10/2020,Lucas-Hall,"426 Teresa Inlet Snyderside, CT 46654",914-81-8588,GBO6ANRX72033981145652,Dixon-Thompson,"301 Gardner Cliff Josephview, MS 68973",904-95-4664,10%,"2601,64","260,16","2861,80",batch_1/invoice_851.pdf0.jpg
85583861,11/29/2020,Wong and Sons,"10592 Elizabeth Keys Suite 381 North Lisa, HI 19378",941-85-4578,GB17MQAC89822770952394,Blankenship-Yates,"4664 Wilson Plains Suite 213 West Jefferyburgh, SC 27960",907-72-1967,10%,"5669,92","566,99","6236,91",batch_1/invoice_194.pdf0.jpg
25681210,08/21/2016,Ramos Inc,"83168 Brandi Island Apt. 978 Garzamouth, IN 78725",994-75-5786,GB41TKJN09218246046494,Wilson-Gibson,"59229 Gina Vista Apt. 556 West Sarahtown, NC 93622",954-71-1811,10%,"49731,67","4973,17","54704,84",batch_1/invoice_373_color_B_249.pdf0.jpg
91203765,12/18/2019,Knight-Velez,"5116 Chad Isle Suite 230 New Marieland, CT 55375",981-91-4429,GBO6ATYO75301428794231,Nichols-Williams,"PSC 9332, Box 9809 APO AE 73896",975-78-3638,10%,"551,51","55,15","606,66",batch_1/invoice_199_color_B_254.pdf0.jpg
52337235,05/30/2020,Nicholson and Sons,"886 Valerie Way Robertfort, AZ 94445",978-91-5226,GB55WW0OZ09523490270230,"Gallegos, Shea and Lawson","785 Robin Highway Apt. 834 North Shelby, ND 14461",976-87-8477,10%,"461,34","46,13","507,47",batch_1/invoice_195.pdf0.jpg
97802815,02/27/2013,"Mcbride, Lowe and Robinson","05188 Angela Trace Suite 423 Lake Alexandria, OR 64728",978-99-6181,GB24VX0C22859556183057,Bolton-Jackson,"47386 Cody Route Peterhaven, OK 79978",970-76-9057,10%,"509,99","51,00","560,99",batch_1/invoice_120_color_B_244.pdf0.jpg
98341217,09/16/2011,"Marks, Hoover and Miles","5125 Jessica Port Apt. 462 East Bryanmouth, MN 84039",986-94-5036,GB56PRPV05439398972833,Huynh-Pacheco,USS Cox FPO AP 66885,929-96-7638,10%,"228,77","22,88","251,65",batch_1/invoice_295_color_B_250.pdf0.jpg
97190733,02/11/2013,Johnson-Henderson,"PSC 7123, Box 1448 APO AE 21482",959-75-7120,GB35ZPJD02155843550214,Hampton-Singh,"79194 Michelle Plains Christinestad, LA 60983",921-85-5630,10%,"279,90","27,99","307,89",batch_1/invoice_424_color_B_244.pdf0.jpg
26871861,05/15/2014,Johnson Inc,"351 Gardner Underpass Lake Brandy, ME 07966",907-77-2125,GB84AGDU19293470731916,Casey-Osborn,"11765 Willie Ranch South Ryanfort, WI 08488",930-77-9132,10%,"77,96","7,80","85,76",batch_1/invoice_299_color_B_249.pdf0.jpg
87689704,03/24/2020,Lynch-Young,"164 Nathan Ports Suite 887 Smithshire, AR 22532",966-76-9277,GB68THTC41634790854274,Gonzalez-Williams,"167 Silva Road Suite 589 Lake Loriborough, OK 74880",977-98-4890,10%,"625,00","62,50","687,50",batch_1/invoice_253_color_B_252.pdf0.jpg
17345626,09/26/2012,"Stewart, Howard and Williams","7134 Gina Trail Fosterbury, MN 12314",983-88-6316,GB47MPAK45650232547972,Hunt Group,"95724 Judy Falls New Marytown, MI 99424",923-79-7332,10%,"3880,81","388,08","4268,89",batch_1/invoice_391_color_B_246.pdf0.jpg
53181869,05/21/2020,Sanchez-Williams,"0874 Hernandez Station East Angela, AR 67873",987-96-2758,GB32JEGD84041258135746,Turner-Brown,"2260 Sarah Cape Olsonmouth, KY 96805",979-71-8572,10%,"53202,90","5320,29","58523,19",batch_1/invoice_335_color_B_240.pdf0.jpg
57262990,11/25/2016,George-Roberts,"344 Kelly Rapids Suite 233 South Maria, AR 41635",995-87-4158,GB37JTAK84616292458592,Rivera Inc,"1534 Mike Viaduct New Alexander, NC 47129",901-95-1569,10%,"24,66","2,47","27,13",batch_1/invoice_108_color_B_251.pdf0.jpg
60882295,12/11/2013,"Johnson, Perez and Zhang","4979 Susan Pike Apt. 655 West Jacob, RI 70914",990-80-7951,GB65DLMY34270148588812,Palmer-Johnson,"0695 Cook Manors Suite 492 Amandamouth, VT 81374",973-80-9042,10%,"623,65","62,37","686,02",batch_1/invoice_911.pdf0.jpg
47486295,05/24/2021,Small Inc,"920 Sarah Village North Yolanda, PA 13045",944-82-1551,GB21QKNQ69324663047136,Curtis-Wiggins,"080 Palmer Field New Traci, WA 03606",937-71-6184,10%,"824,91","82,49","907,40",batch_1/invoice_581.pdf0.jpg
90172850,09/22/2012,"Johnson, Johnson and Clark","29584 Hannah Stravenue Apt. 564 South Dylanfort, OK 01671",980-84-4441,GB62FBZA92019855588649,"Morgan, Farmer and Cook","596 Torres Junctions Stephaniefurt, MI 93585",936-84-1710,10%,"65,42","6,54","71,96",batch_1/invoice_910.pdf0.jpg
89876179,04/14/2014,King Inc,"6996 Martin Inlet Suite 129 South Bonnie, ND 88035",984-72-7544,GB37CZXU29423370316282,Leonard LLC,"7313 Roberts Extensions Lake Kevin, ID 16074",968-81-9714,10%,"216,00","21,60","237,60",batch_1/invoice_580.pdf0.jpg
28688861,06/13/2012,Hall-Johnston,"8873 Tasha Lake West Katelyn, SD 70525",984-71-8343,GB71DSDV40267895156957,"Walker, Rojas and Wells","9614 Raymond View West Misty, NE 77361",924-86-6116,10%,"2413,97","241,40","2655,37",batch_1/invoice_329.pdf0.jpg
69990274,07/21/2019,Spencer-Potter,"22153 Reeves Streets East Rodneymouth, CT 43616",945-87-3862,GB65WLUW02666805121320,Salazar Inc,"888 Kevin Unions Apt. 147 North Lindaside, VT 52983",910-88-1033,10%,"394,93","39,49","434,42",batch_1/invoice_328.pdf0.jpg
61026262,08/03/2013,Butler PLC,"572 Lee Gardens Suite 859 New Anthonyside, TX 66837",942-81-9261,GB34PSSJ26140269131425,"Wood, Williams and Lozano","79521 Turner Locks Apt. 960 Robertview, TX 80736",948-83-3330,10%,"2384,80","238,48","2623,28",batch_1/invoice_35.pdf0.jpg
91296589,09/04/2019,"Wagner, Jensen and Key","2023 Morgan Islands Lake Jenniferland, IL 67123",926-90-7954,GB83TLEL31907721124823,King Inc,"78997 Brent Court Jonesland, MA 32167",939-83-4671,10%,"1517,95","151,80","1669,75",batch_1/invoice_513.pdf0.jpg
39080216,09/26/2017,Ramirez Ltd,"307 Sue Garden Lake Josephview, NM 37671",999-72-1321,GB79X00T00165416773673,Hawkins-Watts,"09141 Scott Shoals Garzaburgh, ME 43705",972-95-0204,10%,"213,09","21,31","234,40",batch_1/invoice_983.pdf0.jpg
63131640,06/21/2015,White PLC,"63583 Marshall Flats Leestad, CT 23486",981-71-0351,GB97EEGV74815787185844,"Richards, Williams and Houston","0388 Hutchinson Corner Apt. 019 Deborahside, SC 93156",937-75-0747,10%,"673,35","67,34","740,69",batch_1/invoice_775.pdf0.jpg
34977445,12/04/2011,Pace-Baker,"15565 David Path Codyburgh, MT 48638",923-74-4920,GB42YFFK02087870795108,"Stanley, Cooper and Koch","0599 Laura Turnpike Apt. 679 Tabithaberg, FL 48252",996-96-3571,10%,"13722,57","1372,26","15094,83",batch_1/invoice_34.pdf0.jpg
51508002,05/19/2015,Walker LLC,"06525 Jessica Motorway North Jamiefort, NV 48615",986-99-1361,GB12GWQL51284465994769,Joseph PLC,USCGC Boyd FPO AE 83569,909-73-2209,10%,"376,97","37,70","414,67",batch_1/invoice_774.pdf0.jpg
26622011,01/08/2020,Campos-Hawkins,"35089 Simon Springs North Justin, FL 55687",909-82-6863,GB55AFUK49487852362162,Bird-Mccormick,"584 Melanie Cove Lake Renee, AR 60697",995-70-2452,10%,"897,00","89,70","986,70",batch_1/invoice_512.pdf0.jpg
52064971,07/26/2017,Ward-Buchanan,"871 West Fords Simmonsshire, NV 98054",954-78-6602,GB93RKVV82364311175205,Burke Inc,"0118 Brown Crest Davisland, NE 31325",996-86-5399,10%,"18579,75","1857,98","20437,73",batch_1/invoice_982.pdf0.jpg
52998962,03/29/2020,Gutierrez-Long,"7216 Corey Extensions Apt. 945 Stacyberg, SC 44392",902-78-9303,GBO9TLXJ86047829301529,Mccarty-Hoffman,"4229 Michelle Shores Apt. 327 South Karen, NJ 45223",961-74-0222,10%,"647,68","64,77","712,45",batch_1/invoice_332_color_B_248.pdf0.jpg
69556867,02/14/2017,Houston Group,"9800 Austin Course Suite 698 Arthurville, NV 00887",999-95-5722,GB38GTXM19543504074798,Harding Inc,"35539 Sims Plaza Apt. 206 Cassandraburgh, CA 57710",943-84-7711,10%,"1082,31","108,23","1190,54",batch_1/invoice_489.pdf0.jpg
72256079,04/01/2018,Farmer Inc,"8087 Buchanan Keys Suite 419 East Stephanie, CA 76599",932-76-3043,GB10FQAZ25907258049975,Hanna-Tapia,"075 Hutchinson Knolls East Jade, TX 52640",940-92-2484,10%,"832,92","83,29","916,21",batch_1/invoice_819.pdf0.jpg
48757480,02/28/2021,"Murray, Deleon and Larson","73921 John Stream Lake Justin, MI 03175",929-85-7438,GB24RZOY69539046154544,"Hogan, House and Braun","89304 Brian Course Suite 539 Hendersonview, CA 94019",966-97-0354,10%,"245,71","24,57","270,28",batch_1/invoice_161_color_B_245.pdf0.jpg
42535887,09/04/2014,Williams-Perez,"9038 Hendrix Knolls Suite 358 Melaniestad, DC 60388",910-83-0179,GB54VNNZ63388367401234,Bean and Sons,"851 Robert Harbors Suite 234 Keyhaven, OK 19286",957-73-4972,10%,"799,95","80,00","879,95",batch_1/invoice_316_color_B_245.pdf0.jpg
15288019,09/07/2014,Fernandez Ltd,"06398 Jensen Loaf Andrewton, AR 65741",983-71-0649,GB88DSHK83384951793426,Wilson-Wilson,"85455 Carter Estate Mooremouth, CT 29699",922-87-0964,10%,"1,55","0,16","1,71",batch_1/invoice_488.pdf0.jpg
14139811,09/05/2018,Anderson-Nguyen,"587 Wong Rest South Sonyaberg, HI 38822",959-79-8208,GB1700TB76377431255815,Smith-Coleman,"87928 Christina Terrace Michaelton, MO 84688",950-99-8783,10%,"476,97","47,70","524,67",batch_1/invoice_818.pdf0.jpg
88273503,01/17/2021,Clark and Sons,"678 Sonya Shores Port Christophershire, ND 03997",983-90-0612,GB58KHJM79703180709994,Rodriguez-Jennings,"PSC 1100, Box 6819 APO AP 69267",941-79-6390,10%,"499,98","50,00","549,98",batch_1/invoice_221.pdf0.jpg
65643191,07/31/2020,Thompson Inc,"262 Christian Valleys Suite 044 Rebeccafurt, OR 85029",944-81-4163,GB18CXVL08920146721793,Johnson-Alvarez,"4890 Larson Forge Apt. 190 Lisamouth, AZ 46063",939-86-0666,10%,"55,84","5,58","61,42",batch_1/invoice_450_color_B_247.pdf0.jpg
46405643,05/16/2018,Wilson Inc,"52843 Tyler Track Suite 591 Lanemouth, ID 13638",953-81-6559,GB93QVUL88882887593544,Burke-Nelson,"9539 Jennifer Pass Apt. 228 Erikfort, GA 55885",937-71-9555,10%,"2816,88","281,69","3098,57",batch_1/invoice_220.pdf0.jpg
51719586,08/25/2012,"Oliver, Rodriguez and Taylor","336 Simpson Motorway Suite 795 Lake Brandonmouth, NE 56345",983-95-1133,GB98RXRM82776555755099,Taylor-Neal,"9514 Hall Fall Lake Melanieborough, UT 39431",971-76-3590,10%,"2,99","0,30","3,29",batch_1/invoice_227_color_B_250.pdf0.jpg
59540671,09/23/2012,"Williams, Merritt and Hodge","17057 Katherine Road Georgeview, LA 75275",986-85-5547,GB97NUCF18280907270412,"Garcia, Wheeler and Johnston",USS Ellis FPO AE 34291,926-70-0253,10%,"145,27","14,53","159,80",batch_1/invoice_141_color_B_252.pdf0.jpg
29494035,04/09/2016,"Ray, Diaz and Montes","98107 Myers Hill Suite 080 Smithbury, TX 96585",942-81-5552,GB15XXHZ27535082499956,Kim-Mueller,"2271 Erickson Port Suite 772 South Kim, DC 98873",925-74-6630,10%,"1989,92","198,99","2188,91",batch_1/invoice_178_color_B_248.pdf0.jpg
38166771,08/09/2018,"Long, Mcclain and Harmon","431 Marquez Ramp Suite 716 West Joshua, TX 45363",933-72-2885,GB18PBRY53125032150953,Henry Ltd,"06376 James Burg Lewisland, SC 66050",945-94-9806,10%,"47,00","4,70","51,70",batch_1/invoice_181_color_B_242.pdf0.jpg
98964062,05/30/2018,Scott LLC,"9206 Sierra Crossing Lake Ronaldberg, DC 76862",941-73-3427,GB96GQJZ03988921998435,Lawrence-Pacheco,"688 Holland Isle South Maria, MD 09676",923-92-8409,10%,"249,50","24,95","274,45",batch_1/invoice_790.pdf0.jpg
13337063,01/15/2014,Martin and Sons,"51103 Oliver Summit Ericaland, TN 90199",904-91-7058,GB57COCZ95505435222601,"Cooper, Carr and Graham","3670 Webb Run East Christina, PA 54835",910-76-1722,10%,"67200,00","6720,00","73920,00",batch_1/invoice_966.pdf0.jpg
92631946,09/05/2020,Allen-Smith,"19444 Janice Pass West Theresamouth, TX 65785",903-94-9510,GBO5KCUQ56341799089742,"Alexander, Gibson and Le","0571 Donna Locks Port Katrina, IA 58480",932-98-4031,10%,"1047,49","104,75","1152,24",batch_1/invoice_967.pdf0.jpg
93300746,02/11/2013,"Holloway, Ford and Smith","048 Brown Creek Apt. 631 New Jonathan, DC 38097",907-82-2792,GB28KLRK56290237567077,"Pena, Hernandez and Miller","566 Daniels Causeway Leonardfurt, MI 40983",953-84-1487,10%,"331,94","33,19","365,13",batch_1/invoice_791.pdf0.jpg
12830936,04/27/2021,Johnson LLC,"5736 Boyer Square Suite 316 Daniellebury, MI 72789",980-77-0423,GB30QDVO20178698471358,"Smith, Anderson and Ward","4365 Osborn Shoals North Bradleyton, NC 21207",914-78-1124,10%,"5936,86","593,69","6530,55",batch_1/invoice_138.pdf0.jpg
68043569,09/09/2011,"Schultz, Lopez and Smith","789 Ramirez Row Jeffreybury, SC 21462",958-76-9947,GB94RSWA52694096609663,David-Rhodes,"306 Valdez Run Edwardsmouth, DC 53145",960-87-0985,10%,"881,64","88,16","969,80",batch_1/invoice_139.pdf0.jpg
12408005,08/08/2019,Gonzales-Hart,"4245 Owens Roads Apt. 890 Riverahaven, AK 40128",941-94-8001,GB93DJJF79261659731272,"Shepard, Garcia and Summers","83872 Neal Villages Apt. 420 Moodyport, DE 12787",967-83-3797,10%,"169,96","17,00","186,96",batch_1/invoice_702.pdf0.jpg
34855339,03/09/2020,Alexander-Valenzuela,"PSC 7782, Box 4983 APO AP 12492",977-72-1573,GB57DVFT92400865321817,Reyes-Sampson,"PSC 1836, Box 4614 APO AA 85127",956-87-8556,10%,"86,56","8,66","95,22",batch_1/invoice_564.pdf0.jpg
48385116,12/05/2012,Oneill Inc,"83008 Fox Spring Suite 180 North Jennifertown, TX 17719",982-76-7022,GB73XIOR22875156650471,"Alexander, Gardner and Clark","5307 Stark Mission Apt. 008 Tuckerbury, MD 54238",915-83-9153,10%,"2504,91","250,49","2755,40",batch_1/invoice_42.pdf0.jpg
15318030,05/10/2012,"Cantu, Livingston and Baker","2445 Wheeler Via Suite 600 Alyssaview, WI 95685",912-70-8394,GB87BGNV56238888427880,"Mosley, Ortega and Lynch","08439 Shannon Plain Apt. 765 Port Josephstad, MS 26740",964-77-7796,10%,"2282,91","228,29","2511,20",batch_1/invoice_565.pdf0.jpg
58269935,11/12/2017,"Brown, Jackson and Keller",Unit 5492 Box 4350 DPO AE 47685,912-75-0363,GBO7GVIT26822260415384,Stephens LLC,"8088 Garcia Key Apt. 489 East Geraldville, NJ 12475",909-84-3726,10%,"416,28","41,63","457,91",batch_1/invoice_703.pdf0.jpg
57338979,05/10/2021,Estrada and Sons,"70379 Brooks Heights Apt. 110 Lake Megan, WI 84417",926-74-0874,GB9OALYU92362601688809,Santana-Sherman,"4195 Sutton Plaza Suite 750 Christopherfort, MS 70499",939-81-4695,10%,"13717,81","1371,78","15089,59",batch_1/invoice_43.pdf0.jpg
20237936,11/08/2020,Santos-Lee,"54443 Smith Corner Terriburgh, MD 73620",994-91-2356,GB94TGZE67704267849890,Jackson PLC,"602 Susan Row Apt. 412 Port Calvinside, GA 15057",986-86-7893,10%,"389,91","38,99","428,90",batch_1/invoice_698.pdf0.jpg
85163803,04/23/2014,Rangel-Edwards,"9707 Cynthia Spur Suite 991 Douglasfort, LA 70738",990-83-3144,GB78NBGI14747189130052,"Collins, Moody and Green","277 Angela Mountains Suite 288 Port Daniel, UT 44288",911-86-9777,10%,"11919,48","1191,95","13111,43",batch_1/invoice_699.pdf0.jpg
20653012,08/03/2013,Smith and Sons,"237 Steven Views Lake Robert, MI 28151",912-86-5998,GB46MLEX00282137220677,Coleman Inc,"44067 Woods Meadows Suite 659 Mariamouth, UT 44968",918-88-4124,10%,"581,95","58,20","640,15",batch_1/invoice_256.pdf0.jpg
43417184,01/15/2017,"Johnson, Frye and Jones","986 Jacob Common Rodrigueztown, NE 91278",925-77-5397,GB83ZOYM71778356681564,Garner-Robinson,"54313 Scott Drive East Emilyburgh, ME 01916",928-92-0135,10%,"308,90","30,89","339,79",batch_1/invoice_257.pdf0.jpg
44273790,07/02/2013,"Anderson, Sanchez and Benitez","097 Kelly Mountain Apt. 886 Bowmanchester, MD 18903",979-77-1555,GB85MWHJ54937431340001,Allen-Beard,"24653 Chris Ways Apt. 944 Lake Michael, NJ 43801",934-76-7953,10%,"340,00","34,00","374,00",batch_1/invoice_384_color_B_252.pdf0.jpg
70235468,08/28/2012,"Charles, Black and Vasquez","317 Ford Flats Abigailfurt, WA 55783",907-83-0317,GB80EUYO20783816065542,"Lang, Davenport and Young","PSC 6638, Box 9032 APO AA 19943",937-83-6035,10%,"107,00","10,70","117,70",batch_1/invoice_317.pdf0.jpg
56014042,10/01/2014,Nichols-Barajas,"3882 Stacy Ville Apt. 488 Lake Kristinatown, ND 48049",953-87-6813,GBO8KXQT19711661357354,Mckay PLC,"5542 Danielle Drive Suite 381 West Mason, ME 76671",965-90-8517,10%,"59,50","5,95","65,45",batch_1/invoice_171.pdf0.jpg
40345107,04/02/2013,Thomas-Mitchell,"21128 Castillo Dale Suite 547 Stephensborough, UT 28006",904-75-2423,GB87WTNX68187420702306,Roberts-Wolfe,"20334 Anne Point Apt. 522 West Sean, SC 35533",933-91-1306,10%,"159,36","15,94","175,30",batch_1/invoice_170.pdf0.jpg
60860535,09/14/2015,"Shields, Copeland and Gallegos","039 Matthew Freeway Suite 656 Lake Staceytown, TX 91822",983-77-9523,GB37QDEE23424025708580,Lamb Group,"33050 Perry Hills Suite 603 North Brandon, RI 99310",963-74-7312,10%,"139,97","14,00","153,97",batch_1/invoice_316.pdf0.jpg
62515232,11/14/2019,Cox-Mendoza,"88256 Judith Squares Westburgh, RI 53101",949-85-4225,GB33TNYE66261125974618,Yang LLC,"24809 Smith Wall Apt. 399 Bernardport, OH 50501",909-73-6336,10%,"13577,03","1357,70","14934,73",batch_1/invoice_211_color_B_240.pdf0.jpg
94914402,05/25/2016,"Hines, Stevens and Wong","98035 James Hills East Jamesville, HI 74123",971-90-7409,GB17VCKB95228636038037,"Gonzalez, Martin and Hamilton","71310 Owens Mills New Michaelside, NJ 67377",979-72-1317,10%,"232,40","23,24","255,64",batch_1/invoice_99.pdf0.jpg
99034529,08/16/2011,Patterson-Bryant,"5004 Carter Mall Suite 718 Austinview, OR 40203",979-76-0236,GB940EPE04279973169233,Allen-Alvarez,"7977 Jacob Fall North Mary, NC 66864",960-72-5332,10%,"618,49","61,85","680,34",batch_1/invoice_197_color_B_245.pdf0.jpg
52721574,04/13/2019,Young-Wilkinson,"88051 Martin Street Apt. 011 North Jesseview, ND 76590",918-90-3239,GB74ZCME87766646211207,Robertson Inc,"2899 Debbie Camp Lake Jasmineside, MT 85989",990-92-2412,10%,"4749,97","475,00","5224,97",batch_1/invoice_164_color_B_244.pdf0.jpg
66430808,06/18/2020,Rowe-Lee,"0226 Meghan Ranch North Codyborough, NM 91217",952-73-6413,GB45FFLW23217428528260,"Acosta, Price and West","8075 White Stream South Shawnburgh, NC 04517",951-94-4314,10%,"699,58","69,96","769,54",batch_1/invoice_98.pdf0.jpg
15128200,03/28/2013,Patterson LLC,"7948 Thomas View New Laura, ME 93088",965-86-6992,GB50GPYT02233508451671,Dyer-Griffith,"80115 Danielle Village Apt. 727 Juliafurt, MO 96205",995-73-6516,10%,"52,00","5,20","57,20",batch_1/invoice_344_color_B_243.pdf0.jpg
11187242,02/25/2020,Powell Ltd,"29781 Winters Views Apt. 121 Brandibury, KS 66651",997-87-0143,GB29UQLX40638540279313,Lee Ltd,"2723 Smith Views South Joshuafurt, NV 77807",957-98-4430,10%,"214,47","21,45","235,92",batch_1/invoice_32_color_B_251.pdf0.jpg
84777898,06/02/2017,Byrd PLC,"5954 Stewart Isle Suite 748 South Sarahshire, DC 77638",991-72-8541,GB55NFWY80188862802477,Palmer LLC,"321 Sarah Forge North Elizabeth, KY 13557",947-73-4805,10%,"286,02","28,60","314,62",batch_1/invoice_425.pdf0.jpg
32177071,04/12/2017,Kirby PLC,"398 Lang Inlet Apt. 175 Markborough, NY 34215",966-90-3468,GB18WZXQ03291516138063,Nelson Inc,"0048 Huber Orchard Suite 513 Nelsontown, IA 74437",910-86-0400,10%,"94,47","9,45","103,92",batch_1/invoice_643.pdf0.jpg
61231490,03/06/2012,Rivers-Martin,"387 Franco Land Apt. 534 Port Donna, PA 64521",912-88-3635,GB57VXVE35992460026374,Escobar-Johnson,Unit 7238 Box 1008 DPO AA 21814,938-70-2407,10%,"164,85","16,49","181,34",batch_1/invoice_642.pdf0.jpg
35451351,06/28/2014,Martinez LLC,"11801 Anthony Hollow Suite 016 Michaeltown, WI 87779",931-91-6337,GB40VKHF79585234399375,Smith LLC,"787 Dominguez Tunnel Suite 434 North Brianhaven, MI 75138",903-86-4208,10%,"588,00","58,80","646,80",batch_1/invoice_424.pdf0.jpg
45743873,02/23/2014,Smith PLC,"884 Kim Port Smithville, PA 16653",907-94-0292,GB63UUKW88923169438377,Todd-Barnes,USNV Smith FPO AE 18444,934-76-2225,10%,"59,08","5,91","64,99",batch_1/invoice_827.pdf0.jpg
29998351,12/21/2012,Johnson-Mcdonald,"07648 Kerr Parks New Robin, TX 97193",985-97-0354,GBO3WLPW04938114706004,Sheppard Ltd,"65570 Daniel Pike Apt. 160 Hernandezhaven, NY 51451",960-92-5776,10%,"18259,99","1826,00","20085,99",batch_1/invoice_826.pdf0.jpg
51890008,10/21/2020,Burke Ltd,"5564 Solis Branch Apt. 502 Port Austinhaven, AK 88737",965-71-4658,GB76IYJY52013190581566,Velasquez-Lopez,"6008 Sarah Crescent Suite 684 West Meganberg, ME 06668",954-90-7106,10%,"1378,98","137,90","1516,88",batch_1/invoice_296_color_B_242.pdf0.jpg
36279024,08/18/2014,"Baker, Michael and Martin","288 Higgins Mission Suite 588 New Ryanfort, CA 65376",986-85-0797,GB83KADG62149078164489,Werner-Castillo,"2139 Paul Ramp Suite 264 North Wanda, CT 58759",990-96-7449,10%,"1141,06","114,11","1255,17",batch_1/invoice_385.pdf0.jpg
99741629,10/12/2020,Smith LLC,"13595 Jackson Burg Apt. 363 East Katherine, RI 19378",943-84-9973,GB26KSHEO7877422370810,"Bean, Cunningham and Taylor","114 Michael Islands Lake John, FL 62497",951-88-0571,10%,"413,40","41,34","454,74",batch_1/invoice_330_color_B_240.pdf0.jpg
93697303,03/20/2014,"Lewis, Morris and Stanley",Unit 8414 Box 3851 DPO AP 76145,913-83-7334,GB22ERRV93825779095041,"Cox, Franklin and Wood","587 Cervantes Street Suite 066 West Jasmine, SC 53417",968-90-4559,10%,"698,65","69,86","768,51",batch_1/invoice_384.pdf0.jpg
72196558,05/06/2013,Watson PLC,"5356 Ferguson Square Suite 498 East Christophershire, OK 94251",946-80-4735,GB33ZDKC01432532604270,Bell-Newman,"224 Morris Isle Suite 821 Stephaniemouth, WA 65097",942-99-9528,10%,"115,36","11,54","126,90",batch_1/invoice_629.pdf0.jpg
13026595,01/26/2017,Ryan LLC,"58848 Cindy Squares Reevesview, HI 53812",978-96-5400,GB1ONAFM99046400182932,Thompson-Wright,"813 Heather Square Apt. 393 Lisamouth, MA 10654",948-83-7679,10%,"6608,91","660,89","7269,80",batch_1/invoice_628.pdf0.jpg
77668740,01/02/2016,"Ryan, Garcia and Gregory","297 Allen Mills Port John, AK 02752",994-98-2347,GB61PCVV90649839145503,"Hopkins, Gonzales and Mccarthy","3206 Adam Cliffs Apt. 677 South Monicaborough, MD 87314",965-96-0570,10%,"1,99","0,20","2,19",batch_1/invoice_481_color_B_244.pdf0.jpg
72005605,09/16/2019,Butler and Sons,"355 Caitlin Centers Apt. 762 Amyview, TX 81463",903-99-0661,GB80)XBS98611986795347,Pearson Group,"6544 Charles Isle Jeffreyhaven, WV 26330",909-98-4977,10%,"86869,77","8686,98","95556,75",batch_1/invoice_945.pdf0.jpg
26213346,10/05/2020,"Mitchell, Taylor and Bailey","10171 Brock Mountains Apt. 927 New Pamela, WI 73452",963-95-2980,GBO9CPQL79185028042898,Young-Hess,"474 Weaver Mills Grayshire, KS 94694",958-70-4603,10%,"819,93","81,99","901,92",batch_1/invoice_944.pdf0.jpg
